name,std,high,low,聚類结果
1INCHUSDT,0.06224599884693938,0.07159771376406923,0.06707428125177727,0
ADADOWNUSDT,0.0008422566368923133,0.0004770210598770733,0.0003883086593157665,0
ADAUPUSDT,0.22466130171489274,0.13148213218529928,0.10627072944049872,0
ADAUSDT,0.04458303838539628,0.05078351784678732,0.05339321327821391,0
AIONUSDT,0.004214856555788604,0.005018449924193884,0.004594891579672014,0
AKROUSDT,0.000492192982344893,0.0004835133835570449,0.0004013741420453403,0
ALGOUSDT,0.043886678242706915,0.03971749748480597,0.03523973006260414,0
ALPHAUSDT,0.014136148430699609,0.0130408301848632,0.012764587174904564,0
ANKRUSDT,0.0038484365986879215,0.0038982818385152117,0.0035810603717137375,0
ANTUSDT,0.1935563130619836,0.20638610538855304,0.19245266359903368,0
ARDRUSDT,0.009583347634973543,0.011781125590241855,0.011684172256882114,0
ARPAUSDT,0.0029479307668530685,0.003955453047040334,0.0039604618894379,0
ASRUSDT,0.41302756926651973,0.5036763897191904,0.442078761518872,1
ATMUSDT,0.4421360459128378,0.5116222187006481,0.5138132868898974,1
AUDIOUSDT,0.029613497205845045,0.030899565322456562,0.025867758796967538,0
AUDUSDT,0.012781819133212172,0.06719843771823776,0.0799010676622531,0
AVAUSDT,0.06576986179774334,0.08787697314071428,0.0888082092538568,0
BALUSDT,0.8039082030083318,0.781005201242751,0.6314026314560617,1
BANDUSDT,0.13502920991631268,0.14126906788197283,0.13441176916573463,0
BATUSDT,0.03303518459632146,0.035279461297601546,0.03575481159328926,0
BEAMUSDT,0.05768425826936876,0.034543018611515215,0.01982497303453965,0
BELUSDT,0.06073543782847826,0.06936900563512377,0.0671999108934078,0
BLZUSDT,0.008931051939267232,0.009697767991445016,0.009535905385000265,0
BNBDOWNUSDT,0.006504261433034085,0.005018449924193884,0.0044931315699512945,0
BNTUSDT,0.039274132749649894,0.06365188478261151,0.051496205689593094,0
BTCDOWNUSDT,0.0062445529743760915,0.003827835281569849,0.003114723141981257,0
BTCUPUSDT,0.7759881915220134,0.5338123996366703,0.442330020802133,1
BTSUSDT,0.002018955657289856,0.001619185525784903,0.001147614213330614,0
BUSDUSDT,0.0002595848697610251,0.096908086080615,0.12555487943078317,0
CELOUSDT,0.09051215425431733,0.08952427914906529,0.09044139459505351,0
CELRUSDT,0.0019107701087900117,0.0018779094694494406,0.0017669683465690526,0
CHRUSDT,0.01814799276311372,0.01863198057791332,0.017199313524461822,0
CHZUSDT,0.03488398307189926,0.02739177252820328,0.022299876974660845,0
CKBUSDT,0.0004339416480796529,0.0005629716733716123,0.000425243773955126,0
COCOSUSDT,0.035465219933722515,0.07139422302186116,0.07350651890325977,0
COSUSDT,0.0005374106270739839,0.0006753760833532189,0.0007003726891259719,0
COTIUSDT,0.009345924621489103,0.01156794481269055,0.010817327729631544,0
CRVUSDT,0.13175971495779323,0.12373010391070638,0.10514006266582407,0
CTKUSDT,0.08856953482248411,0.10483453499138623,0.10438628481604095,0
CTSIUSDT,0.017387938759359286,0.015724969974940987,0.016081209713950228,0
CTXCUSDT,0.009549907427021298,0.014833486723362805,0.013028409422328652,0
CVCUSDT,0.013789168314588157,0.015124187783660039,0.015377683720819327,0
DATAUSDT,0.0028430323211343974,0.003540719534349615,0.0035345774043104464,0
DENTUSDT,8.074273191479335e-05,9.697787371515703e-05,9.584285359992179e-05,0
DGBUSDT,0.0009845612928715026,0.0010755745430290767,0.0010961060602621019,0
DIAUSDT,0.02538908589166376,0.046500522225074746,0.044837834683175676,0
DNTUSDT,0.0037453767761382755,0.00493027060257039,0.00496298642964943,0
DOCKUSDT,0.004132450443571655,0.003234514417503196,0.002292100248584628,0
DOGEUSDT,0.00507581630694572,0.0066076157204854255,0.007008236995394242,0
DOTUPUSDT,0.04027035925262595,0.026984791043787155,0.01918426186222401,0
DOTUSDT,0.6480645823249345,0.7800361977084268,0.7499970131552702,1
DREPUSDT,0.0530456335914855,0.07131670273911522,0.057526428487857925,0
DUSKUSDT,0.013426741066982387,0.014252084602768339,0.013355046490567997,0
ENJUSDT,0.04628751188781621,0.05496961311506748,0.055503791257606606,0
EOSUSDT,0.21749177861248023,0.18099821278926137,0.13843191769791122,0
ETHDOWNUSDT,0.16839425862296067,0.12580377147416,0.0902906390250969,0
ETHUPUSDT,0.6381823385357374,0.4815831091366006,0.3399418628732613,1
EURUSDT,0.018862214719604583,0.09868136254842812,0.11977591591577935,0
FETUSDT,0.011603231980254265,0.010114439511204384,0.009485653528348058,0
FILUSDT,0.7269555540313766,0.677321823070071,0.6406992249367199,1
FIOUSDT,0.004102133861953271,0.005240351733554105,0.005101179035442999,0
FIROUSDT,0.6101859718564817,0.42043898612074926,0.2639359296867982,1
FLMUSDT,0.01219762788495518,0.012139656897941779,0.011696735221045166,0
FTMUSDT,0.024749693236347153,0.027759993871246443,0.02708636632078356,0
FUNUSDT,0.0002699157308959662,0.0007751834473886024,0.0008825356694902222,0
GBPUSDT,0.033083492940888436,0.11365246715373564,0.13164791704986326,0
GRTUSDT,0.012943310044962316,0.013021450114176719,0.01137009815280582,0
GTOUSDT,0.002252432914400779,0.0025300488480495672,0.002275768395172661,0
HARDUSDT,0.05589808689171193,0.035356981580347474,0.023191847430237517,0
HBARUSDT,0.0068239731080871596,0.007188048837545569,0.0069730606957377084,0
HIVEUSDT,0.04046313601609221,0.05986308096340424,0.05931036939901129,0
HOTUSDT,0.00017685513250734747,0.00021926611974685013,0.0002248644955544632,0
ICXUSDT,0.02757116093168865,0.028777447582286758,0.02839291459374094,0
INJUSDT,0.24094390058879508,0.20057208418260838,0.1746132544875002,0
IOSTUSDT,0.0008646510404245225,0.0013885626846157646,0.0014189742392525318,0
IOTAUSDT,0.03311418082567652,0.03190732899815364,0.030717062963905514,0
IOTXUSDT,0.003247825749661201,0.0030940089050262,0.003234322560813509,0
IRISUSDT,0.0017365103191825534,0.00218895960396748,0.002109937268220378,0
JSTUSDT,0.002091922985096038,0.0029699764526327135,0.0030107017987111755,0
JUVUSDT,0.5625890410278183,0.6666627841925058,0.6004977396149545,1
KAVAUSDT,0.18187787049707543,0.17460278946272223,0.17624643982869695,0
KEYUSDT,0.0004601437687893124,0.0006214025864913658,0.0005114257081136611,0
KMDUSDT,0.018624331387899543,0.030027462141564862,0.030440677752318377,0
KNCUSDT,0.30725284297586974,0.20270389195812144,0.13679873235671447,0
LINKDOWNUSDT,0.0017660303931687222,0.0009864262178712585,0.0005954719383644898,0
LINKUPUSDT,0.0032464298146895687,0.0015687973420000394,0.0012229919983089246,0
LINKUSDT,0.9623111098757828,0.8275173708903082,0.809671092929766,1
LRCUSDT,0.03243546767507461,0.03649071571550668,0.035516115274191275,0
LSKUSDT,0.08480241791422759,0.12479600779846292,0.11318035973017718,0
LTOUSDT,0.006027906274780812,0.008845044881239798,0.009322334994228387,0
MANAUSDT,0.06264274013594101,0.08060944663328345,0.08403428287189713,0
MATICUSDT,0.08327649649744982,0.09142352607634054,0.08668506831030105,0
MBLUSDT,0.00026643802850642744,0.0004854513906256931,0.00040966569839295445,0
MDTUSDT,0.002824311679744794,0.0031366450605364604,0.002847383264591515,0
MFTUSDT,0.001144944914952002,0.0013424381163819367,0.0005732354917958881,0
MITHUSDT,0.0017166928338488076,0.0025949720848492826,0.002534565456931527,0
MTLUSDT,0.10849604973737759,0.1266371145136787,0.12674836102627304,0
NBSUSDT,0.00034459449953749914,0.00046800932700785913,0.000485546001937787,0
NEARUSDT,0.5269541056830472,0.5114284179937831,0.4329077976798442,1
NEOUSDT,1.0,0.9941859787940552,1.0,1
NKNUSDT,0.008552968068402327,0.010792741985231261,0.01071682401632713,0
NULSUSDT,0.016436067099369768,0.022953736340998853,0.02235012883131305,0
OCEANUSDT,0.015740827901361644,0.018787021143405167,0.018078721015875453,0
OGNUSDT,0.017482405930220324,0.017788947503051343,0.017199313524461822,0
OGUSDT,0.6759208969813431,0.7354620351295177,0.6085380366793075,1
OMGUSDT,0.1859625457974555,0.20522330114736415,0.20262866457110565,0
ONEUSDT,0.0023003444114791066,0.0022907049750715116,0.0022393357990998105,0
ONGUSDT,0.026786142681590356,0.04009540886319238,0.03909656006066103,0
ONTUSDT,0.023091847756153264,0.02515337436391458,0.02601851436692416,0
ORNUSDT,0.08257101247924536,0.1246022070915981,0.12360761998551013,0
OXTUSDT,0.008171585123343393,0.013505951881338775,0.012073624145936717,0
PERLUSDT,0.004512687439448924,0.00318121922311537,0.0022142098707737074,0
PNTUSDT,0.021776289171447128,0.029542960374402807,0.028254721987947373,0
PSGUSDT,0.7744848053487332,1.0,0.9409540684336568,1
QTUMUSDT,0.28874474676920964,0.3340038708590385,0.34069564072304437,0
REEFUSDT,0.001142547817992412,0.0006429144649533611,0.0004126808097920743,0
RENUSDT,0.013872531781069581,0.013680372517517114,0.012576142712458788,0
REPUSDT,0.6425718959511955,0.8720915334692173,0.8567822085412101,1
RIFUSDT,0.005370482529961289,0.006519436398861932,0.006746927340802778,0
RLCUSDT,0.1483351492305534,0.14088146646824315,0.12674836102627304,0
ROSEUSDT,0.008152988732986675,0.006782036356663766,0.006690394002069045,0
RSRUSDT,0.0013308238962680648,0.0008439826983256142,0.000628763793396577,0
RUNEUSDT,0.19223427521041292,0.2025100912512566,0.1889350336333792,0
RVNUSDT,0.016044204461802568,0.007500067975597933,0.0034667373978299666,0
SANDUSDT,0.10015331599828368,0.09929183477505231,0.10057970667463627,0
SCUSDT,0.0002950850361925829,0.00040308609020814367,0.0004114245133757817,0
SKLUSDT,0.005454623261819678,0.005146358390724658,0.004292124143342466,0
SNXUSDT,0.26595364771325547,0.3158835047671776,0.27084555997647664,0
SRMUSDT,0.07399688691542469,0.08933047844220046,0.09031576495342301,0
STMXUSDT,0.0007547492768714941,0.0008083233682624869,0.0008394447024109422,0
STORJUSDT,0.049804896383531624,0.05677195968891032,0.054737450443660456,0
STPTUSDT,0.0059638734006342755,0.008304340909086943,0.005053439771623402,0
STRAXUSDT,0.045198638723276785,0.06210147912769293,0.061672206661665015,0
STXUSDT,0.033525725346664405,0.04252760773434589,0.039435760093063425,0
SUNUSDT,0.0005335695226705144,0.0006298329172399857,0.0006011252722378631,0
SUSHIUSDT,0.14334414468794712,0.1335170396073799,0.12385887926877116,0
SXPUSDT,0.03802528504333434,0.038767874021168346,0.039850337910444136,0
TCTUSDT,0.0011599593086654286,0.0011007686349214939,0.0008134393665934377,0
TFUELUSDT,0.004971624823818423,0.006364395833370074,0.006194156917628501,0
THETAUSDT,0.10508661180062609,0.1185943851787886,0.12662273138464256,0
TOMOUSDT,0.04694260985671459,0.053041296081762494,0.05168465015203887,0
TROYUSDT,0.0002696118424717791,0.00044378423864975633,0.000427756366787749,0
TRUUSDT,0.0053470152179556215,0.007110528554799639,0.006307223595095966,0
TRXDOWNUSDT,0.12460427747815542,0.13128833147843447,0.13717562128160604,0
TRXUPUSDT,0.0068099150544335945,0.005855668977849916,0.005790885767994527,0
TRXUSDT,0.0029298745209551604,0.006285906547089811,0.0073185422102216326,0
TUSDUSDT,0.00024891566719550007,0.09691777611595824,0.12555487943078317,0
TWTUSDT,0.06323098206176118,0.10887527972951776,0.10997680386859898,0
UMAUSDT,0.18900148332702812,0.2905925125213183,0.284036672347681,0
UNIUSDT,0.7528090302098203,0.6753838160014228,0.6457244106019406,1
USDCUSDT,0.0002705621124302148,0.09691777611595824,0.12555487943078317,0
UTKUSDT,0.008507334029019415,0.0120039964031364,0.012538453819969634,0
VETUSDT,0.00206091677262611,0.002562994968216587,0.002694115101802284,0
VITEUSDT,0.004069459903459691,0.003331414770935607,0.0028411017825099895,0
VTHOUSDT,0.00011546041338562281,0.00015608708930892778,0.0001565219705074617,0
WANUSDT,0.013075617694939225,0.020967279095634426,0.02228731401049779,0
WAVESUSDT,0.4566346011410021,0.5102656137525943,0.4596669113471444,1
WINUSDT,0.0,0.0,0.0,0
WRXUSDT,0.030219546869211616,0.03051196390872692,0.02175966951564962,0
WTCUSDT,0.0249975309520268,0.03337052433498304,0.030742188892231615,0
XEMUSDT,0.003945773805291419,0.004707399789675845,0.004799667895529757,0
XLMUSDT,0.012765058148072257,0.012876099584028102,0.012337446393360806,0
XRPDOWNUSDT,0.00018914093358625176,8.831498211829947e-05,1.5540386669695015e-05,0
XRPUPUSDT,0.055077529374476415,0.02676192023089261,0.011407787045294975,0
XRPUSDT,0.06445799312039299,0.05415565014623522,0.03918450080980239,0
XTZUSDT,0.14895591394473034,0.1702422735582637,0.1737338469960866,0
XVSUSDT,0.3966550126043237,0.5348783035244267,0.5452206972975268,1
ZILUSDT,0.0029722707997131403,0.003715140170527955,0.0037958870589019224,0
ZRXUSDT,0.029764272768727354,0.032168959952421146,0.031948233451884585,0
